뉴스 제목,뉴스 링크,언론사,날짜
"""해킹 꼼짝마""…SK쉴더스 '클라우드 보안 가이드' 3종 발간",https://www.news1.kr/articles/4908412,뉴스1,2022-12-28
"부산시교육청, 디지털 기반 교실 수업 지원 자료 보급",https://www.gukjenews.com/news/articleView.html?idxno=2624556,국제뉴스,2022-12-28
FTX 고객들 집단소송 제기…빚잔치에 우선변제권 인정 희망,https://www.yna.co.kr/view/AKR20221228109000009?input=1195m,연합뉴스,2022-12-28
"신한라이프, 경영진 인사 단행…50세 이하 12명, 여성 비율 32%",http://www.datanews.co.kr/news/article.html?no=125380,데이터뉴스,2022-12-28
"빌빗, 러그풀인가...거래소 접근 불가 불안한 투자자들",https://www.paxnetnews.com/articles/96424,팍스넷뉴스,2022-12-28
"신한라이프, 새 영업모델 도입…젊은인재 발탁",https://www.paxnetnews.com/articles/96420,팍스넷뉴스,2022-12-28
"SK쉴더스, 퍼블릭 클라우드 보안 점검 가이드 배포",http://www.seoulwire.com/news/articleView.html?idxno=490475,서울와이어,2022-12-28
[인사]신한라이프,http://www.newspim.com/news/view/20221228000571,뉴스핌,2022-12-28
[인사] 신한라이프,https://www.cnbnews.com/news/article.html?no=580628,CNB뉴스,2022-12-28
[인사]신한라이프,https://www.sedaily.com/NewsView/26F2TZL01H,서울경제,2022-12-28
[인사] 신한라이프,http://www.fntimes.com/html/view.php?ud=2022122815002431358a55064dd1_18,한국금융신문,2022-12-28
"'재벌집' 티파니 영 ""4세대 걸그룹 활약, 차트 보며 하트…정말 Love Love"" (...",https://www.xportsnews.com/article/1670194,엑스포츠뉴스,2022-12-28
[벤처 생태계를 빛낸 VC 스타] 최우수 심사역(특허청장상) 신가형 아이디벤처...,http://jmagazine.joins.com/forbes/view/337241,포브스코리아,2022-12-28
"신한라이프 경영진 인사, 팀장 3년 젊어지고 여성 관리자 32%로 증가",https://www.businesspost.co.kr/BP?command=article_view&num=301920,비즈니스포스트,2022-12-28
"신한라이프, 조직개편 및 인사 단행",http://www.fins.co.kr/news/articleView.html?idxno=95609,보험매일,2022-12-28
[인사] 신한라이프,http://www.inews24.com/view/1553193,아이뉴스24,2022-12-28
"SK쉴더스, ‘2023 클라우드 보안 가이드’ 공개",http://sports.chosun.com/news/ntype.htm?id=202212280100188880024114&servicedate=20221228,스포츠조선,2022-12-28
[인사] 신한라이프,http://www.segye.com/content/html/2022/12/28/20221228509477.html?OutUrl=naver,세계일보,2022-12-28
고령화 대응 치매실태조사 통계 만든다…배달비 물가 반영(종합),http://www.newsis.com/view/?id=NISX20221228_0002139546&cID=10401&pID=10400,뉴시스언론사 선정,2022-12-28
[인사] 신한라이프,https://www.etoday.co.kr/news/view/2207232,이투데이,2022-12-28
[인사] 신한라이프,http://www.wikileaks-kr.org/news/articleView.html?idxno=133856,위키리크스한국,2022-12-28
[인사] 신한라이프,http://www.finomy.com/news/articleView.html?idxno=122840,현대경제신문,2022-12-28
[인사] 신한라이프,https://www.asiatime.co.kr/article/20221228500185,아시아타임즈,2022-12-28
[인사] 신한라이프 승진,https://biz.chosun.com/notice/appointment/2022/12/28/KHMHT72WGJDG7NZIFGA3JM52QE/?utm_source=naver&utm_medium=original&utm_campaign=biz,조선비즈,2022-12-28
"[인사] 신한라이프, 임원인사 및 조직개편",https://www.cstimes.com/news/articleView.html?idxno=525136,컨슈머타임스,2022-12-28
[인사] 신한라이프,http://www.m-i.kr/news/articleView.html?idxno=975680,매일일보,2022-12-28
"""40대 부사장 선임""… 신한라이프, 대규모 인사·조직개편 단행",http://www.bizwnews.com/news/articleView.html?idxno=48304,비즈월드,2022-12-28
[인사] 신한라이프,http://news.heraldcorp.com/view.php?ud=20221228000479,헤럴드경제,2022-12-28
치과 의사가 공개한 양치 제대로 안 한 사람의 '치석 제거' 영상,https://www.insight.co.kr/news/424254,인사이트,2022-12-28
[인사] 신한라이프 2023년 조직개편 및 인사,http://www.sisaon.co.kr/news/articleView.html?idxno=146128,시사오늘,2022-12-28
[인사] 신한라이프,https://it.chosun.com/site/data/html_dir/2022/12/28/2022122801299.html,IT조선,2022-12-28
(인사)신한라이프,http://www.newstomato.com/ReadNews.aspx?no=1169459&inflow=N,뉴스토마토,2022-12-28
[인사] 신한라이프,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202212281311190710524,대한경제,2022-12-28
"'재벌집' 김도현 ""'아형' 촬영, 심장 튀어나오는 줄…예능인들 존경해"" (인터...",https://www.xportsnews.com/article/1670162,엑스포츠뉴스,2022-12-28
"신한라이프, 조직개편 및 경영진 인사 실시",http://www.ftoday.co.kr/news/articleView.html?idxno=247441,파이낸셜투데이,2022-12-28
"2023년, 무료로 테크 분야 강좌를 수강할 수 있는 웹사이트 4곳",https://www.codingworldnews.com/news/articleView.html?idxno=14197,코딩월드뉴스,2022-12-28
[인사] 신한라이프,http://www.shinailbo.co.kr/news/articleView.html?idxno=1642494,신아일보,2022-12-28
"SK쉴더스, 2023 클라우드 보안 가이드' 무료 배포",http://www.digitaltoday.co.kr/news/articleView.html?idxno=467439,디지털투데이,2022-12-28
[인사] 신한라이프,http://www.skyedaily.com/news/news_view.html?ID=177882,스카이데일리,2022-12-28
"박수홍♥김다예, 달달한 웨딩사진 공개…""감사합니다""",https://www.jejutwn.com/news/article.html?no=157362,제주교통복지신문,2022-12-28
"신한라이프, 조직개편·경영진 인사 단행…""일류 전략 업그레이드""",http://www.mediapen.com/news/view/781793,미디어펜,2022-12-28
"SK쉴더스, ‘2023 클라우드 보안 가이드’ 3종 발간",http://www.boannews.com/media/view.asp?idx=113056&kind=,보안뉴스,2022-12-28
[인사] 신한라이프,http://www.joseilbo.com/news/news_read.php?uid=474661&class=77&grp=,조세일보,2022-12-28
[인사] 신한라이프,https://www.psnews.co.kr/news/articleView.html?idxno=2018355,퍼블릭뉴스,2022-12-28
악성 코드 추가된 비트킵 앱 통해 800만 달러 훔쳐낸 해커들,http://www.boannews.com/media/view.asp?idx=113062&kind=,보안뉴스,2022-12-28
[인사] 신한라이프,https://www.tfmedia.co.kr/news/article.html?no=137710,조세금융신문,2022-12-28
"[데일리 IT 단신] LGU+, AI 개발 경진대회 ‘AI Ground’ 860팀 참가 外",https://biz.newdaily.co.kr/site/data/html/2022/12/28/2022122800082.html,뉴데일리,2022-12-28
신한라이프 인사단행…‘대면 영업조직 통합’,http://www.kukinews.com/newsView/kuk202212280056,쿠키뉴스,2022-12-28
[인사] 신한라이프,http://www.newstnt.com/news/articleView.html?idxno=246010,뉴스티앤티,2022-12-28
내년부터 물가지수에 배달비 반영…자가주거비 포함도 검토,http://news.einfomax.co.kr/news/articleView.html?idxno=4248392,연합인포맥스,2022-12-28
가사노동 통계 나온다…온실가스 산정도 고도화,https://view.asiae.co.kr/article/2022122810292831979,아시아경제,2022-12-28
"부산교육청, 디지털 기반 교실 수업 지원 자료 보급",http://www.sentv.co.kr/news/view/641465,서울경제TV,2022-12-28
"SK쉴더스, '2023 클라우드 보안 가이드' 발간…클라우드 최신 트렌드 반영해",http://www.enewstoday.co.kr/news/articleView.html?idxno=1626446,이뉴스투데이,2022-12-28
특금법은 한국판 FTX 사태를 막을 수 있을까,https://byline.network/?p=9004111222491737,바이라인네트워크,2022-12-28
[인사] 신한라이프,http://www.newsworks.co.kr/news/articleView.html?idxno=700611,뉴스웍스,2022-12-28
[인사] 신한라이프,http://www.seoulfn.com/news/articleView.html?idxno=475891,서울파이낸스,2022-12-28
[인사] 신한라이프,https://www.straightnews.co.kr/news/articleView.html?idxno=222890,스트레이트뉴스,2022-12-28
[인사] 신한라이프,http://www.ntoday.co.kr/news/articleView.html?idxno=95410,투데이신문,2022-12-28
SK쉴더스 '2023 클라우드 보안 가이드' 3종 발간,http://www.g-enews.com/ko-kr/news/article/news_all/20221228113445841986fbbc3c26_1/article.html,글로벌이코노믹,2022-12-28
"신한라이프, 대대적 조직개편…40대 부사장·여성임원 발탁",https://biz.sbs.co.kr/article_hub/20000095747?division=NAVER,SBS Biz,2022-12-28
“살만한 가치가 있는 최초의 ARM태블릿” 마이크로소프트 서피스 프로 9 5G ...,https://www.itworld.co.kr/news/270897,ITWorld,2022-12-28
"신한라이프, 조직개편·경영진 인사 단행…새 진용 구축",http://www.smedaily.co.kr/news/articleView.html?idxno=245822,중소기업신문,2022-12-28
[인사] 신한라이프,https://www.news1.kr/articles/4908109,뉴스1,2022-12-28
"신한라이프, 새 영업모델 도입 조직개편…경영진 인사 단행",http://news.tf.co.kr/read/economy/1988808.htm,더팩트,2022-12-28
"이노그리드, 솔루션 호환성·확장성 앞세워 시장 확대 본격화",http://www.datanet.co.kr/news/articleView.html?idxno=179674,데이터넷,2022-12-28
"신한라이프, 대규모 조직개편 및 경영진 인사 단행",https://www.econovill.com/news/articleView.html?idxno=598917,이코노믹리뷰,2022-12-28
"부산교육청, 디지털 기반 교실 수업 지원 자료 보급",http://www.newspim.com/news/view/20221228000375,뉴스핌,2022-12-28
[인사] 신한라이프,https://www.ceoscoredaily.com/page/view/2022122811264017204,CEO스코어데일리,2022-12-28
[인사] 신한라이프,http://www.startuptoday.co.kr/news/articleView.html?idxno=118369,오늘경제,2022-12-28
[인사] 신한라이프,https://www.ngetnews.com/news/articleView.html?idxno=414060,뉴스저널리즘,2022-12-28
[인사] 신한라이프,https://www.newsquest.co.kr/news/articleView.html?idxno=202505,뉴스퀘스트,2022-12-28
"신한라이프, 내년부터 새 영업조직 도입…40대 부사장이 이끄는 ‘비즈니스 이...",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202212281125262526&ext=na&utm_campaign=naver_news&utm_source=naver&utm_medium=related_news,마이데일리,2022-12-28
"신한라이프, 새 영업모델 도입 앞두고 조직개편 및 임원인사 단행",https://www.viva100.com/main/view.php?key=20221228010008763,브릿지경제,2022-12-28
[BIS 경고②] 韓 외환파생 난외거래…'장부밖 규모 10배 달해',http://news.einfomax.co.kr/news/articleView.html?idxno=4248382,연합인포맥스,2022-12-28
[인사]신한라이프,http://www.edaily.co.kr/news/newspath.asp?newsid=01925366632563112,이데일리,2022-12-28
[인사]신한라이프,http://www.metroseoul.co.kr/article/20221228500140,메트로신문,2022-12-28
SK쉴더스 “스타트업·중기 해킹 차단” 개정 ‘클라우드 보안가이드’ 무료배...,http://news.heraldcorp.com/view.php?ud=20221228000282,헤럴드경제,2022-12-28
[인사]신한라이프,https://www.newsway.co.kr/news/view?tp=1&ud=2022122811142254812,뉴스웨이,2022-12-28
[인사] 신한라이프,http://www.sporbiz.co.kr/news/articleView.html?idxno=641458,한스경제,2022-12-28
"신한라이프, '12그룹 · 16본부 · 67부서'로 조직 개편 단행",http://www.newsprime.co.kr/news/article.html?no=589050,프라임경제,2022-12-28
[인사] 신한라이프,http://www.goodkyung.com/news/articleView.html?idxno=196552,굿모닝경제,2022-12-28
[인사] 신한라이프 인사,https://www.kgnews.co.kr/news/article.html?no=731336,경기신문,2022-12-28
[인사] 신한라이프,https://www.inthenews.co.kr/news/article.html?no=50840,인더뉴스,2022-12-28
"신한라이프, 새로운 영업모델 도입 앞두고 조직개편",http://www.newsis.com/view/?id=NISX20221228_0002139240&cID=15001&pID=15000,뉴시스,2022-12-28
"[유통가 레이더] 롯데홈쇼핑의 '벨리곰', 계묘년 맞아 '벨리토끼의 당근농장'...",http://www.greened.kr/news/articleView.html?idxno=299827,녹색경제신문,2022-12-28
[인사] 신한라이프,http://www.greenpostkorea.co.kr/news/articleView.html?idxno=204462,그린포스트코리아,2022-12-28
"신한라이프, 2023년도 조직개편·경영진 인사 단행",http://www.weeklytoday.com/news/articleView.html?idxno=552409,위클리오늘,2022-12-28
"신한라이프, 내년 새 영업조직 모델 도입... '조직개편 및 인사단행'",http://www.newslock.co.kr/news/articleView.html?idxno=70396,뉴스락,2022-12-28
"SK쉴더스, '클라우드 보안 가이드' 올해 개정판 발표",https://zdnet.co.kr/view/?no=20221228110258,ZDNet Korea,2022-12-28
[인사] 신한라이프,http://www.choicenews.co.kr/news/articleView.html?idxno=109192,초이스경제,2022-12-28
"[교육소식]부산교육청, 디지털 기반 교실 수업 지원 자료 보급 등",http://www.newsis.com/view/?id=NISX20221228_0002139219&cID=10899&pID=10800,뉴시스,2022-12-28
[인사] 신한라이프,https://www.news2day.co.kr/article/20221228500117,뉴스투데이,2022-12-28
[신한라이프 인사] 김범수 FC사업그룹장 부사장 外,https://biz.newdaily.co.kr/site/data/html/2022/12/28/2022122800052.html,뉴데일리,2022-12-28
[인사] 신한라이프,http://www.thekpm.com/news/articleView.html?idxno=141873,포인트데일리,2022-12-28
"SK쉴더스, '2023 클라우드 보안 가이드' 공개",http://www.lkp.news/news/articleView.html?idxno=27240,리버티코리아포스트,2022-12-28
[인사] 신한라이프,https://www.dailian.co.kr/news/view/1187718/?sc=Naver,데일리안,2022-12-28
[인사] 신한라이프,http://www.consumernews.co.kr/news/articleView.html?idxno=667189,소비자가 만드는 신문,2022-12-28
[인사] 신한라이프,https://www.ajunews.com/view/20221228105605989,아주경제,2022-12-28
"""중소기업도 쉽게 점검"" SK쉴더스, '2023 클라우드 보안 가이드' 공개",https://www.techm.kr/news/articleView.html?idxno=105199,테크M,2022-12-28
[인사]신한라이프,http://www.newsis.com/view/?id=NISX20221228_0002139195&cID=10902&pID=16000,뉴시스,2022-12-28
"SK쉴더스, AWS·애저·GCP 위한 클라우드 보안 가이드 발간",http://www.datanet.co.kr/news/articleView.html?idxno=179669,데이터넷,2022-12-28
[인사] 신한라이프,https://news.mtn.co.kr/news-detail/2022122810422881064,MTN,2022-12-28
[인사] 신한라이프,https://www.fetv.co.kr/news/article.html?no=131210,FETV,2022-12-28
"[인사] 신한라이프, 조직개편·경영진 인사…영업채널 통합",http://www.insightkorea.co.kr/news/articleView.html?idxno=102423,인사이트코리아,2022-12-28
[인사] 신한라이프,https://www.youthdaily.co.kr/news/article.html?no=118462,청년일보,2022-12-28
[인사] 신한라이프,https://www.ebn.co.kr/news/view/1560995/?sc=Naver,EBN,2022-12-28
[인사] 신한라이프,http://www.lcnews.co.kr/news/articleView.html?idxno=42492,라이센스뉴스,2022-12-28
[인사] 신한라이프,https://www.viva100.com/main/view.php?key=20221228010008732,브릿지경제,2022-12-28
"SK쉴더스, ‘2023 클라우드 보안 가이드’ 공개",http://www.newstomato.com/ReadNews.aspx?no=1169380&inflow=N,뉴스토마토,2022-12-28
"SK쉴더스, ‘2023 클라우드 보안 가이드’ 공개",https://www.ekn.kr/web/view.php?key=20221228010006239,에너지경제,2022-12-28
